ID,IV
374,4.57542865073318
442,5.62821322605649
501,6.89831416069643
171,4.63108808679688
98,4.21659507507593
173,5.17942736183943
279,5.59267147143485
430,4.61503820920672
102,2.93828929381131
54,4.68140772990566
37,6.05462235613185
151,4.97925606994284
486,4.1459151252049
196,5.11518432832413
493,4.07869952254708
114,4.17519745644477
385,5.68806294761599
379,3.96755027418385
186,5.6444023342159
308,4.1183879245855
269,3.28343468466173
532,4.52343300153758
334,5.58985578128684
440,4.41064271317696
402,4.26959268108627
372,4.70509049866358
459,6.33499617714558
364,NA
506,NA
27,3.79426437652929
266,NA
368,5.79116908713457
358,5.02285892421969
300,6.38919973736826
82,4.46854645416485
284,3.54890999803994
351,4.49583078271707
434,NA
267,NA
264,4.69508925507563
129,5.79900524293201
219,4.71562113314457
429,4.01287319536008
495,6.02988040038153
268,4.04167750414471
352,4.70921018895549
274,NA
246,4.04752459586599
185,3.74395789974769
320,6.4124000885118
99,4.15564984484493
225,5.08341077993743
476,5.70213522486792
61,6.14138934313244
288,5.11205001523423
538,4.48657333757208
292,5.46229433712686
124,4.56441787658698
349,5.63429612050093
96,5.71015686418154
165,4.96793382882373
373,3.06424384621899
407,3.36229768079696
193,5.086024503974
517,4.85321346450666
377,4.53703572038281
75,5.94105586773109
346,4.67687647952982
540,5.82475565051291
514,3.5654775754193
336,5.24514607245388
64,NA
115,NA
215,5.25079349874058
81,3.25391448849242
280,4.71774437769654
500,NA
241,5.72157253327315
218,4.8853205859733
36,NA
41,5.47944363335236
216,5.94952125628862
380,2.83156889753255
492,4.14718044638691
22,4.5423398643542
416,3.16554943408592
46,5.43564590153325
512,5.2612253546351
10,4.60140568676094
378,NA
212,5.9666756533402
410,2.39384300576602
85,7.19062779255091
397,3.4857228865138
33,5.93323709506499
168,3.85917289824589
498,4.69335696966485
304,NA
518,5.80588835954956
310,5.06062893928066
154,4.73196536909085
206,4.40071002654785
403,2.89905982477115
412,5.48439588470664
289,5.95281684362132
513,4.77207566412075
55,3.45498955590257
366,4.60518516483344
123,5.14544820428404
270,5.63439370629398
359,4.84736634391973
285,5.51543506206717
490,5.30178743955846
214,5.33590999483541
201,4.12639531438731
316,4.70418991759669
7,5.47601596046128
350,5.12314839045594
275,5.39538564390845
381,4.10707067812823
119,6.36301436333602
118,5.57872030939443
176,5.58351370701669
425,NA
190,NA
42,5.19182372479749
220,NA
195,NA
444,4.45421816887826
335,5.59852305444072
312,4.92103096428312
337,4.86843735890257
447,3.72375842365314
278,6.21171142959806
66,3.553140830021
162,3.86181176326096
38,4.20164928843197
104,5.54217598152547
399,6.58406333809474
499,3.94415884771329
223,5.34652495447454
53,4.81166625006262
136,5.08184916979346
324,5.45383028092247
97,4.93441304115652
387,7.28107193495605
541,6.56003605327633
49,4.63896066910898
79,4.82574386893228
299,4.50643885764953
511,5.00074225084655
361,5.2578990931584
449,5.49590836667684
435,5.58671994040148
8,4.25441365095239
252,3.79467504872509
353,6.34429035922506
130,4.4376008532376
152,3.85964573953349
341,4.61745269774358
469,4.90254614166923
467,4.10008542056105
48,NA
446,NA
68,6.36624097596895
261,NA
468,5.05892268543626
376,5.50361266993862
383,5.63130766673829
363,5.23795435267349
427,6.63912099635143
311,5.4598240407086
413,4.85419189694018
108,3.96855063480571
415,4.89749145648977
417,4.35088374324622
51,4.29893649570409
475,NA
354,6.19727618609068
237,4.26378895068463
454,6.32545111883486
466,NA
101,5.80433887892205
484,4.78626439213103
326,4.98011457985007
438,5.96156497736549
451,3.96194182444346
28,4.73937532067487
166,5.6574199468646
418,3.22610072538581
70,6.01945684237631
4,NA
69,3.49028897336343
307,3.55818739165132
35,5.2586904603212
510,4.22963564782354
78,5.2499372788942
419,NA
191,4.33969127998639
448,4.43822703506616
296,2.61367121570752
344,5.38259461056251
56,4.31354098330222
521,3.92078192743775
421,5.29050248588787
260,6.08078407686306
515,3.77010531667736
2,5.73842389955627
16,5.32837538041795
505,4.29958633491183
465,4.99039151429019
347,4.02294139726343
502,5.14048000746088
25,5.10749555968018
17,6.45266940846117
111,6.97565588485026
437,5.70780673286077
255,6.33803894114057
478,5.26803749234322
458,3.67984799844617
489,5.66566789356101
432,5.83249967189827
236,5.37346632695869
204,5.67941070987817
163,5.83174633602991
20,5.02116490053692
258,5.07888130745518
6,4.99700769094343
342,NA
145,5.22912882761031
141,6.19159518214761
122,5.60098982041667
43,5.00111412809357
156,6.33980514189585
273,6.49542041825559
524,4.88039931003147
194,5.27707387948676
464,5.47543501702817
23,5.76043247078944
282,5.25458948281409
135,6.38290307984505
520,4.09352973300967
480,4.76151562261613
128,NA
222,4.18224758192579
321,7.27104748712448
21,5.25669977853437
189,3.09768126210914
371,4.24692061364929
426,5.57878901690181
319,5.78476485547873
138,5.78914094313628
542,5.04730864031812
94,4.9161422771911
290,5.05425389070664
107,5.00527408814783
158,6.82423887858124
286,NA
401,4.17208713748071
424,5.87666188422463
175,5.09105391909237
233,5.29566127927747
433,5.5075227623109
306,5.02324274744367
93,4.57620577026063
90,5.56026303963751
338,4.39089414209296
302,5.6961328587353
455,5.54735351550322
491,NA
391,NA
89,5.91195704593794
479,6.05957060669779
330,7.18633742639284
228,3.76503921928449
497,5.48498850934031
265,6.6845075019476
463,4.13285965938426
287,4.90738196734446
50,4.38063936654536
504,5.22159442773112
110,4.76856093684578
462,NA
496,5.75024629179524
528,7.46977749972548
393,6.480303325013
340,5.5231029742934
488,6.21549628423337
390,9.23012510967153
283,4.5267764551671
483,NA
436,4.3920818229707
254,4.82420284731742
365,4.46395330559729
172,6.02615319620157
230,6.5749027301817
392,5.07072923232117
62,3.75670302826675
181,4.08554859554837
259,5.38441698425745
527,4.58974974499309
431,4.99971639177697
74,5.96039591561519
422,6.165715880075
370,NA
177,5.24150509559855
235,2.96167699439273
117,5.42628359063985
281,4.83214233098156
325,4.30328174461509
198,4.91656918520719
39,NA
32,4.47956817585411
88,6.0081297752451
30,5.96436988696736
248,4.05385389586344
477,6.7826010660617
360,5.12869496516355
167,3.97665505633371
331,4.45145491448336
231,4.86250797450173
45,4.54853747306622
327,6.89811707264953
63,NA
277,3.5330048174643
137,4.59954051835378
131,4.11858663704059
509,6.35294780407426
59,5.3515199044108
183,5.70665270653407
470,5.77659118133364
184,4.03023729371897
452,5.47927107559325
461,5.19378830445193
357,4.80443779297841
221,3.30757582841749
199,NA
251,5.32125607621697
34,4.85398486514951
226,NA
109,4.3851959736863
76,4.44082174281326
333,4.3932938724673
294,4.63378929848566
80,3.44009403940182
187,NA
339,5.39856644181716
91,3.37391650704142
197,NA
516,5.62492572457294
83,6.79529215562719
153,4.13172039982362
481,4.83372732738676
31,5.70994303704622
243,3.23038364771644
508,5.19592334008589
106,3.7008390246607
12,NA
457,6.02808149819223
396,5.95815222252653
494,3.41179237973334
460,5.67822142940554
112,5.27835564503508
217,3.57993419721489
126,4.92978740444514
400,4.74217789745301
534,4.23841948348798
105,NA
170,4.43170040941116
58,4.25146292527338
140,4.83875477720508
26,5.13622239478548
178,4.22008412307987
394,4.63527665855124
120,3.93958225728496
262,4.08420250811833
84,4.15720478948627
398,4.39455719587161
5,5.18307534840457
362,4.60025679064566
482,NA
139,NA
227,6.22749266007933
40,NA
367,5.88663627459359
356,5.49190647886328
164,4.15644379161619
443,5.07491739310398
179,4.33272148480337
332,4.8896161982468
57,5.31679733877478
503,3.75143546893046
250,5.12929199457167
439,3.92714974136574
291,NA
211,5.45000360763992
473,7.20329319137388
272,5.20987773843475
192,6.03597764360491
60,NA
531,4.88217214324283
29,4.1004041763232
474,4.41555067840905
293,5.09148604925373
423,6.25399597150416
11,5.72510806759307
369,5.6360146352484
535,3.67396809510736
159,4.86983350415051
375,4.60134604449989
103,3.7377818163984
146,3.4681999679652
1,3.47693401788165
382,4.51965559817899
309,5.26015422517639
208,4.72871476825556
408,5.33245970966974
485,6.61695948807798
180,4.31490485135855
345,6.59903438695494
317,5.39927215658803
143,4.84977304257394
472,4.24267996776678
133,4.26173284417497
116,6.8372963270213
95,4.76732700113325
305,4.65983412433658
65,7.95757273616253
86,4.99901337789512
77,6.08003728057203
420,5.09737161408914
533,4.71701685630508
19,NA
3,5.00177421410741
161,5.0362229158801
441,5.39926812615691
213,NA
263,NA
242,6.0466524946435
127,5.4227579705462
389,5.25789829214603
92,4.84134962836685
209,7.16705985891653
244,3.93210021178516
160,4.44170901295243
210,3.38879936793908
224,4.04415949980632
276,NA
200,5.77238744300435
404,4.71803100840426
453,4.15259462578309
188,4.76067576874777
239,7.11105548441459
386,NA
113,5.5143785753569
257,4.7473296138457
395,4.69895117241938
150,4.45540612207653
384,4.84753634206475
247,5.93052548829468
298,6.19178139530142
249,3.83304148211212
519,4.7841682743466
203,2.2434963141423
539,3.56286329892153
13,NA
322,6.64408078276478
406,3.61036058275325
313,6.09914216001598
205,NA
144,5.56248767658794
271,4.61141444747012
202,4.02995740749457
348,5.36961142227579
536,5.70430097402659
295,4.6853227936551
44,5.02492231615873
329,3.30946373935063
147,NA
256,3.06943631972152
414,5.4286077064599
121,5.9670949031521
525,3.72382573419556
72,3.97653608999422
157,5.34166878640253
125,4.22504059095845
355,4.94051992527264
314,5.96505096476488
522,2.19266284124823
9,4.54053224722835
487,4.07619934190339
456,5.6414032251045
537,4.91402862538724
169,3.08056234425354
18,4.50250454246797
149,6.81278911956164
240,3.17168329737287
343,3.41809068545915
245,3.89533102516672
297,5.27193267745581
405,5.99579888837117
14,4.21650728355179
428,4.11035315545348
315,6.16886770329826
450,3.10885639191047
67,NA
328,4.93825228962392
409,4.31056610041988
52,4.00849036612542
182,4.84466799128147
507,NA
207,5.3638523376512
253,2.38359785393561
523,4.46036007031521
530,NA
526,4.66536999199361
232,4.17100725655045
24,6.92545575405256
155,5.100120263957
174,4.17544458615114
229,6.40404723487048
15,3.87978340871197
142,6.95008401959195
234,4.23037889982992
318,4.44617894344658
100,5.45812302885686
471,5.27283942136397
148,5.38945805739065
238,5.21937145698252
87,4.58838106738292
445,4.92902665579256
301,7.5002752879861
47,4.88324801162291
134,4.96526132360786
132,4.82567437487528
529,4.83593443228346
73,5.29836676511023
303,5.2771880422056
388,5.98024144906789
411,4.62437052790138
323,4.57755733306337
71,5.16933229128038